,Open Time,Open Price,High Price,Low Price,Close price,Volume,Close Time
80,1626883200000,2657.94000000,2694.93000000,2654.38000000,2691.22000000,90.74798000,1626884999999
81,1626885000000,2691.39000000,2733.18000000,2691.39000000,2692.78000000,140.78759000,1626886799999
82,1626886800000,2689.90000000,2694.28000000,2660.87000000,2672.96000000,162.56384000,1626888599999
83,1626888600000,2672.96000000,2682.16000000,2665.00000000,2682.01000000,41.36551000,1626890399999
84,1626890400000,2675.48000000,2760.00000000,2670.64000000,2716.48000000,192.97890000,1626892199999
85,1626892200000,2719.13000000,2720.74000000,2656.55000000,2656.55000000,243.31301000,1626893999999
86,1626894000000,2660.86000000,2675.32000000,2635.74000000,2643.47000000,47.33766000,1626895799999
87,1626895800000,2641.38000000,2651.56000000,2631.35000000,2644.01000000,28.74766000,1626897599999
88,1626897600000,2631.66000000,2643.77000000,2624.63000000,2633.49000000,30.95103000,1626899399999
89,1626899400000,2631.39000000,2651.47000000,2623.58000000,2651.47000000,52.94522000,1626901199999
90,1626901200000,2646.13000000,2646.13000000,2634.81000000,2642.07000000,15.87256000,1626902999999
91,1626903000000,2648.72000000,2663.38000000,2648.72000000,2651.03000000,24.92685000,1626904799999
92,1626904800000,2649.64000000,2684.09000000,2649.64000000,2681.14000000,21.92296000,1626906599999
93,1626906600000,2678.99000000,2698.37000000,2671.94000000,2694.98000000,35.89333000,1626908399999
94,1626908400000,2695.22000000,2699.80000000,2682.82000000,2690.98000000,37.65672000,1626910199999
95,1626910200000,2691.79000000,2718.16000000,2687.27000000,2707.25000000,85.48312000,1626911999999
96,1626912000000,2715.20000000,2759.50000000,2697.92000000,2749.11000000,177.24747000,1626913799999
97,1626913800000,2745.22000000,2755.00000000,2713.77000000,2713.77000000,111.15718000,1626915599999
98,1626915600000,2707.59000000,2717.90000000,2696.02000000,2716.52000000,66.18648000,1626917399999
99,1626917400000,2709.00000000,2713.53000000,2693.47000000,2699.99000000,47.77056000,1626919199999
100,1626919200000,2694.40000000,2703.62000000,2687.68000000,2691.55000000,63.00966000,1626920999999
101,1626921000000,2687.33000000,2687.48000000,2668.57000000,2675.08000000,78.88933000,1626922799999
102,1626922800000,2681.92000000,2708.68000000,2679.42000000,2682.92000000,50.94229000,1626924599999
103,1626924600000,2680.00000000,2697.99000000,2676.46000000,2687.33000000,62.57315000,1626926399999
104,1626926400000,2684.95000000,2725.86000000,2684.23000000,2725.86000000,78.77830000,1626928199999
105,1626928200000,2718.00000000,2719.91000000,2694.85000000,2703.15000000,77.44525000,1626929999999
106,1626930000000,2710.13000000,2710.25000000,2684.80000000,2694.07000000,40.02466000,1626931799999
107,1626931800000,2698.16000000,2700.09000000,2673.02000000,2679.07000000,46.40752000,1626933599999
108,1626933600000,2673.60000000,2698.44000000,2668.96000000,2688.25000000,10.90321000,1626935399999
109,1626935400000,2683.14000000,2700.00000000,2683.14000000,2694.50000000,14.29721000,1626937199999
110,1626937200000,2700.00000000,2729.15000000,2693.55000000,2724.89000000,86.37357000,1626938999999
111,1626939000000,2723.71000000,2725.00000000,2696.02000000,2703.18000000,88.98174000,1626940799999
112,1626940800000,2700.00000000,2740.00000000,2700.00000000,2735.86000000,44.77642000,1626942599999
113,1626942600000,2736.77000000,2738.47000000,2721.15000000,2723.70000000,38.64967000,1626944399999
114,1626944400000,2722.12000000,2727.90000000,2710.00000000,2724.67000000,14.27229000,1626946199999
115,1626946200000,2725.39000000,2725.39000000,2670.54000000,2691.70000000,77.81255000,1626947999999
116,1626948000000,2685.14000000,2695.87000000,2679.00000000,2681.38000000,45.90898000,1626949799999
117,1626949800000,2691.61000000,2703.25000000,2682.24000000,2687.19000000,45.23166000,1626951599999
118,1626951600000,2694.95000000,2694.95000000,2672.84000000,2683.80000000,62.90007000,1626953399999
119,1626953400000,2686.34000000,2695.07000000,2681.47000000,2684.24000000,40.26580000,1626955199999
120,1626955200000,2684.24000000,2687.20000000,2643.00000000,2646.63000000,72.58957000,1626956999999
121,1626957000000,2649.68000000,2726.46000000,2647.98000000,2722.14000000,154.72583000,1626958799999
122,1626958800000,2721.48000000,2724.10000000,2694.74000000,2699.33000000,116.02892000,1626960599999
123,1626960600000,2700.96000000,2704.44000000,2690.63000000,2699.90000000,38.99974000,1626962399999
124,1626962400000,2697.61000000,2714.63000000,2685.81000000,2701.02000000,28.42670000,1626964199999
125,1626964200000,2700.00000000,2711.73000000,2683.15000000,2711.73000000,70.69228000,1626965999999
126,1626966000000,2710.89000000,2741.39000000,2701.63000000,2738.21000000,48.31963000,1626967799999
127,1626967800000,2737.54000000,2772.85000000,2726.31000000,2760.73000000,140.87744000,1626969599999
128,1626969600000,2762.84000000,2778.00000000,2737.20000000,2737.20000000,74.13596000,1626971399999
129,1626971400000,2746.78000000,2751.01000000,2739.40000000,2740.00000000,17.86498000,1626973199999
130,1626973200000,2747.43000000,2752.10000000,2740.00000000,2747.04000000,9.53906000,1626974999999
131,1626975000000,2747.04000000,2759.82000000,2746.77000000,2758.94000000,6.27676000,1626976799999
132,1626976800000,2759.94000000,2764.12000000,2741.00000000,2747.30000000,31.17105000,1626978599999
133,1626978600000,2740.76000000,2747.05000000,2735.60000000,2742.96000000,19.64223000,1626980399999
134,1626980400000,2745.27000000,2745.27000000,2737.45000000,2737.45000000,5.34345000,1626982199999
135,1626982200000,2742.42000000,2749.17000000,2736.31000000,2749.06000000,1.59076000,1626983999999
136,1626984000000,2748.60000000,2748.60000000,2735.00000000,2739.42000000,32.93096000,1626985799999
137,1626985800000,2741.82000000,2745.09000000,2725.95000000,2730.70000000,33.48931000,1626987599999
138,1626987600000,2730.44000000,2742.38000000,2730.43000000,2733.63000000,29.25410000,1626989399999
139,1626989400000,2743.00000000,2746.05000000,2716.79000000,2716.79000000,33.03131000,1626991199999
140,1626991200000,2716.63000000,2732.28000000,2700.84000000,2710.03000000,42.80507000,1626992999999
141,1626993000000,2706.83000000,2730.00000000,2706.83000000,2719.04000000,21.01309000,1626994799999
142,1626994800000,2719.03000000,2739.85000000,2710.00000000,2731.96000000,72.96685000,1626996599999
143,1626996600000,2731.21000000,2746.05000000,2731.21000000,2745.74000000,32.22868000,1626998399999
144,1626998400000,2750.00000000,2754.68000000,2731.76000000,2736.94000000,129.08032000,1627000199999
145,1627000200000,2738.86000000,2755.07000000,2736.68000000,2747.30000000,34.11414000,1627001999999
146,1627002000000,2747.27000000,2754.00000000,2740.55000000,2750.97000000,56.37396000,1627003799999
147,1627003800000,2752.00000000,2799.91000000,2752.00000000,2796.42000000,163.19708000,1627005599999
148,1627005600000,2796.42000000,2805.80000000,2789.82000000,2795.68000000,116.78178000,1627007399999
149,1627007400000,2791.86000000,2800.00000000,2783.51000000,2797.63000000,75.53612000,1627009199999
150,1627009200000,2797.63000000,2800.00000000,2786.86000000,2790.03000000,18.54755000,1627010999999
151,1627011000000,2792.69000000,2799.39000000,2777.70000000,2791.90000000,92.40791000,1627012799999
152,1627012800000,2788.82000000,2806.87000000,2784.09000000,2803.22000000,52.24490000,1627014599999
153,1627014600000,2806.07000000,2820.00000000,2802.00000000,2812.62000000,61.73801000,1627016399999
154,1627016400000,2817.06000000,2831.53000000,2812.26000000,2820.40000000,100.20604000,1627018199999
155,1627018200000,2820.40000000,2835.90000000,2806.29000000,2812.96000000,98.54124000,1627019999999
156,1627020000000,2813.15000000,2815.84000000,2804.27000000,2814.01000000,48.15126000,1627021799999
157,1627021800000,2815.59000000,2824.78000000,2811.24000000,2819.82000000,19.04553000,1627023599999
158,1627023600000,2822.49000000,2822.49000000,2794.47000000,2794.58000000,76.62792000,1627025399999
159,1627025400000,2797.99000000,2808.05000000,2791.77000000,2803.37000000,52.37494000,1627027199999
160,1627027200000,2803.53000000,2805.77000000,2780.35000000,2790.00000000,48.48498000,1627028999999
161,1627029000000,2790.00000000,2800.00000000,2774.38000000,2778.41000000,50.27907000,1627030799999
162,1627030800000,2775.96000000,2800.63000000,2769.46000000,2798.14000000,76.56653000,1627032599999
163,1627032600000,2793.83000000,2797.25000000,2780.19000000,2785.18000000,43.50016000,1627034399999
164,1627034400000,2782.23000000,2790.97000000,2773.35000000,2784.48000000,73.69169000,1627036199999
165,1627036200000,2781.02000000,2793.21000000,2779.60000000,2785.61000000,37.16541000,1627037999999
166,1627038000000,2789.47000000,2812.00000000,2787.52000000,2807.00000000,42.05189000,1627039799999
167,1627039800000,2806.00000000,2812.12000000,2791.13000000,2791.13000000,91.04032000,1627041599999
168,1627041600000,2791.40000000,2797.67000000,2776.57000000,2788.14000000,67.47643000,1627043399999
169,1627043400000,2785.38000000,2799.43000000,2784.26000000,2798.99000000,48.00673000,1627045199999
170,1627045200000,2797.43000000,2808.00000000,2789.67000000,2807.73000000,101.38106000,1627046999999
171,1627047000000,2798.70000000,2821.50000000,2798.70000000,2816.14000000,24.96250000,1627048799999
172,1627048800000,2816.97000000,2820.25000000,2809.49000000,2812.78000000,39.45824000,1627050599999
173,1627050600000,2813.44000000,2814.83000000,2799.30000000,2807.33000000,15.33596000,1627052399999
174,1627052400000,2810.06000000,2810.70000000,2795.10000000,2795.10000000,12.73363000,1627054199999
175,1627054200000,2796.19000000,2800.08000000,2781.29000000,2783.83000000,38.81947000,1627055999999
176,1627056000000,2781.00000000,2785.62000000,2729.00000000,2739.49000000,97.86645000,1627057799999
177,1627057800000,2745.26000000,2748.59000000,2735.49000000,2739.99000000,24.36425000,1627059599999
178,1627059600000,2738.97000000,2738.97000000,2717.42000000,2723.96000000,46.31825000,1627061399999
179,1627061400000,2725.80000000,2732.75000000,2711.00000000,2732.75000000,50.29771000,1627063199999
180,1627063200000,2733.87000000,2746.05000000,2728.21000000,2746.05000000,29.26498000,1627064999999
181,1627065000000,2746.05000000,2748.00000000,2735.49000000,2737.33000000,17.51121000,1627066799999
182,1627066800000,2737.92000000,2745.64000000,2737.92000000,2745.20000000,20.18112000,1627068599999
183,1627068600000,2742.93000000,2750.67000000,2742.93000000,2750.40000000,4.02385000,1627070399999
184,1627070400000,2741.45000000,2767.60000000,2741.45000000,2763.07000000,63.21615000,1627072199999
185,1627072200000,2766.88000000,2773.58000000,2760.39000000,2773.58000000,37.09507000,1627073999999
186,1627074000000,2770.98000000,2783.94000000,2770.98000000,2782.12000000,10.94922000,1627075799999
187,1627075800000,2783.94000000,2796.00000000,2783.72000000,2795.87000000,37.23461000,1627077599999
188,1627077600000,2794.44000000,2814.99000000,2793.44000000,2804.48000000,65.27164000,1627079399999
189,1627079400000,2806.63000000,2849.99000000,2806.49000000,2840.03000000,129.84551000,1627081199999
190,1627081200000,2840.03000000,2855.34000000,2832.01000000,2855.34000000,151.39423000,1627082999999
191,1627083000000,2854.66000000,2894.00000000,2849.21000000,2887.20000000,127.19305000,1627084799999
192,1627084800000,2889.52000000,2894.04000000,2865.07000000,2873.11000000,133.65343000,1627086599999
193,1627086600000,2880.66000000,2887.94000000,2865.05000000,2866.66000000,69.62011000,1627088399999
194,1627088400000,2872.25000000,2882.00000000,2865.66000000,2870.78000000,89.43683000,1627090199999
195,1627090200000,2868.49000000,2894.99000000,2868.49000000,2887.61000000,51.49998000,1627091999999
196,1627092000000,2887.61000000,2890.03000000,2876.95000000,2886.00000000,116.44277000,1627093799999
197,1627093800000,2884.55000000,2887.67000000,2872.90000000,2884.83000000,57.39970000,1627095599999
198,1627095600000,2884.49000000,2886.02000000,2873.00000000,2878.34000000,44.67877000,1627097399999
199,1627097400000,2879.86000000,2909.16000000,2873.31000000,2901.66000000,119.32155000,1627099199999
200,1627099200000,2909.00000000,2917.18000000,2893.63000000,2898.25000000,107.80910000,1627100999999
201,1627101000000,2899.86000000,2915.00000000,2897.42000000,2900.51000000,54.98292000,1627102799999
202,1627102800000,2899.98000000,2903.52000000,2890.64000000,2902.51000000,45.80532000,1627104599999
203,1627104600000,2904.92000000,2908.30000000,2893.07000000,2905.84000000,47.03486000,1627106399999
204,1627106400000,2903.08000000,2914.00000000,2897.44000000,2914.00000000,27.13032000,1627108199999
205,1627108200000,2915.00000000,2920.00000000,2903.75000000,2911.51000000,40.14744000,1627109999999
206,1627110000000,2917.21000000,2917.21000000,2895.49000000,2901.16000000,35.40438000,1627111799999
207,1627111800000,2903.90000000,2905.49000000,2891.21000000,2901.45000000,22.01740000,1627113599999
208,1627113600000,2899.15000000,2899.15000000,2875.73000000,2893.30000000,59.32679000,1627115399999
209,1627115400000,2892.67000000,2894.56000000,2879.33000000,2885.00000000,22.57690000,1627117199999
210,1627117200000,2886.92000000,2895.00000000,2885.66000000,2890.00000000,32.70429000,1627118999999
211,1627119000000,2891.34000000,2914.92000000,2891.34000000,2913.17000000,53.48097000,1627120799999
212,1627120800000,2910.08000000,2922.95000000,2899.00000000,2913.09000000,60.28309000,1627122599999
213,1627122600000,2921.28000000,2935.38000000,2919.28000000,2926.10000000,123.30121000,1627124399999
214,1627124400000,2920.35000000,2947.34000000,2911.00000000,2915.52000000,85.27386000,1627126199999
215,1627126200000,2911.37000000,2936.96000000,2904.93000000,2933.07000000,90.76760000,1627127999999
216,1627128000000,2930.07000000,2936.74000000,2921.16000000,2929.37000000,46.98757000,1627129799999
217,1627129800000,2931.50000000,2940.79000000,2928.24000000,2940.79000000,23.86907000,1627131599999
218,1627131600000,2938.87000000,2959.06000000,2937.94000000,2940.89000000,38.70284000,1627133399999
219,1627133400000,2941.00000000,2943.45000000,2931.01000000,2932.37000000,32.06083000,1627135199999
220,1627135200000,2932.37000000,2933.96000000,2917.01000000,2930.63000000,38.90544000,1627136999999
221,1627137000000,2930.63000000,2953.33000000,2928.32000000,2939.99000000,53.45172000,1627138799999
222,1627138800000,2937.75000000,2961.28000000,2934.29000000,2948.21000000,34.86226000,1627140599999
223,1627140600000,2946.57000000,2946.57000000,2926.46000000,2926.46000000,8.11071000,1627142399999
224,1627142400000,2927.29000000,2961.28000000,2920.00000000,2959.55000000,50.65709000,1627144199999
225,1627144200000,2950.38000000,2979.85000000,2950.04000000,2979.85000000,40.48442000,1627145999999
226,1627146000000,2976.63000000,2987.99000000,2966.02000000,2975.41000000,24.20899000,1627147799999
227,1627147800000,2974.99000000,2978.71000000,2961.00000000,2970.97000000,56.04360000,1627149599999
228,1627149600000,2968.66000000,2977.75000000,2965.00000000,2967.82000000,39.28969000,1627151399999
229,1627151400000,2967.08000000,2969.59000000,2954.17000000,2958.98000000,34.72867000,1627153199999
230,1627153200000,2955.00000000,2957.98000000,2938.60000000,2938.60000000,60.52615000,1627154999999
231,1627155000000,2943.19000000,2943.19000000,2910.00000000,2914.86000000,40.83910000,1627156799999
232,1627156800000,2910.46000000,2930.47000000,2894.00000000,2894.00000000,41.89185000,1627158599999
233,1627158600000,2902.77000000,2924.26000000,2902.77000000,2916.60000000,20.55606000,1627160399999
234,1627160400000,2916.60000000,2919.91000000,2906.69000000,2911.58000000,24.76752000,1627162199999
235,1627162200000,2918.15000000,2952.00000000,2916.95000000,2945.00000000,58.44655000,1627163999999
236,1627164000000,2941.63000000,2943.63000000,2926.00000000,2934.00000000,34.38426000,1627165799999
237,1627165800000,2934.00000000,2951.58000000,2932.69000000,2950.25000000,15.33583000,1627167599999
238,1627167600000,2950.25000000,2953.46000000,2934.71000000,2952.38000000,23.01975000,1627169399999
239,1627169400000,2952.47000000,2977.88000000,2952.19000000,2968.72000000,26.14612000,1627171199999
240,1627171200000,2976.25000000,2985.88000000,2959.20000000,2968.86000000,48.80781000,1627172999999
241,1627173000000,2972.35000000,2972.35000000,2916.88000000,2930.00000000,171.65688000,1627174799999
242,1627174800000,2927.95000000,2945.47000000,2921.25000000,2929.54000000,89.95476000,1627176599999
243,1627176600000,2923.00000000,2935.07000000,2910.90000000,2917.01000000,61.37538000,1627178399999
244,1627178400000,2914.02000000,2935.00000000,2914.02000000,2930.73000000,51.92245000,1627180199999
245,1627180200000,2936.98000000,2951.41000000,2927.73000000,2947.46000000,30.63339000,1627181999999
246,1627182000000,2951.44000000,2958.85000000,2945.00000000,2958.11000000,68.21977000,1627183799999
247,1627183800000,2955.03000000,2955.03000000,2927.50000000,2931.73000000,84.00103000,1627185599999
248,1627185600000,2930.74000000,2940.19000000,2919.62000000,2936.91000000,60.55202000,1627187399999
249,1627187400000,2931.50000000,2958.00000000,2931.50000000,2950.63000000,46.11026000,1627189199999
250,1627189200000,2949.64000000,2961.28000000,2929.00000000,2936.28000000,104.45800000,1627190999999
251,1627191000000,2935.89000000,2947.72000000,2931.66000000,2932.75000000,39.50899000,1627192799999
252,1627192800000,2932.78000000,2949.97000000,2932.25000000,2945.11000000,73.57895000,1627194599999
253,1627194600000,2945.11000000,2952.26000000,2941.55000000,2947.75000000,26.59739000,1627196399999
254,1627196400000,2947.14000000,2969.89000000,2947.14000000,2963.02000000,65.50107000,1627198199999
255,1627198200000,2963.95000000,2975.41000000,2958.22000000,2958.23000000,129.58267000,1627199999999
256,1627200000000,2958.23000000,2968.48000000,2958.23000000,2961.75000000,50.21151000,1627201799999
257,1627201800000,2961.07000000,2961.07000000,2936.51000000,2950.80000000,121.10395000,1627203599999
258,1627203600000,2950.80000000,2953.60000000,2941.41000000,2946.70000000,32.04144000,1627205399999
259,1627205400000,2948.25000000,2961.28000000,2947.23000000,2959.58000000,47.62776000,1627207199999
260,1627207200000,2961.00000000,2971.01000000,2954.84000000,2969.82000000,33.68900000,1627208999999
261,1627209000000,2968.96000000,2968.96000000,2941.47000000,2943.00000000,34.28599000,1627210799999
262,1627210800000,2943.00000000,2952.24000000,2936.00000000,2940.00000000,43.84424000,1627212599999
263,1627212600000,2937.10000000,2948.39000000,2934.00000000,2939.11000000,36.12910000,1627214399999
264,1627214400000,2936.84000000,2939.11000000,2918.13000000,2929.07000000,64.97485000,1627216199999
265,1627216200000,2927.31000000,2933.06000000,2918.64000000,2921.55000000,83.83057000,1627217999999
266,1627218000000,2925.65000000,2944.60000000,2888.54000000,2896.69000000,189.60946000,1627219799999
267,1627219800000,2901.88000000,2914.88000000,2894.83000000,2904.74000000,62.11309000,1627221599999
268,1627221600000,2901.91000000,2902.29000000,2871.00000000,2874.00000000,75.13602000,1627223399999
269,1627223400000,2870.89000000,2884.56000000,2866.11000000,2880.00000000,58.31909000,1627225199999
270,1627225200000,2880.00000000,2895.25000000,2878.85000000,2879.48000000,46.07461000,1627226999999
271,1627227000000,2878.55000000,2913.61000000,2878.54000000,2904.32000000,56.36141000,1627228799999
272,1627228800000,2907.02000000,2909.54000000,2895.62000000,2901.82000000,17.87309000,1627230599999
273,1627230600000,2901.14000000,2906.95000000,2885.46000000,2898.88000000,6.09760000,1627232399999
274,1627232400000,2898.58000000,2930.77000000,2896.09000000,2923.21000000,18.36332000,1627234199999
275,1627234200000,2926.14000000,2926.40000000,2920.60000000,2924.20000000,2.92859000,1627235999999
276,1627236000000,2931.00000000,2943.98000000,2931.00000000,2941.57000000,3.36474000,1627237799999
277,1627237800000,2936.42000000,2937.87000000,2928.53000000,2928.53000000,51.94815000,1627239599999
278,1627239600000,2933.88000000,2937.60000000,2918.24000000,2927.28000000,10.38880000,1627241399999
279,1627241400000,2938.75000000,2939.19000000,2922.30000000,2929.02000000,6.09263000,1627243199999
280,1627243200000,2924.13000000,2933.63000000,2916.88000000,2927.43000000,10.86957000,1627244999999
281,1627245000000,2927.62000000,2933.69000000,2925.00000000,2931.29000000,12.72931000,1627246799999
282,1627246800000,2927.19000000,2950.00000000,2927.19000000,2940.00000000,22.62867000,1627248599999
283,1627248600000,2948.70000000,2949.06000000,2934.00000000,2936.00000000,44.47607000,1627250399999
284,1627250400000,2936.56000000,2939.14000000,2929.43000000,2936.99000000,68.23760000,1627252199999
285,1627252200000,2941.53000000,2948.11000000,2927.97000000,2936.54000000,33.56016000,1627253999999
286,1627254000000,2937.98000000,2966.42000000,2937.98000000,2964.44000000,59.63646000,1627255799999
287,1627255800000,2966.00000000,2981.96000000,2965.35000000,2976.45000000,130.81646000,1627257599999
288,1627257600000,2973.90000000,3033.06000000,2950.00000000,3021.84000000,234.67747000,1627259399999
289,1627259400000,3027.46000000,3086.48000000,3021.84000000,3069.10000000,193.85052000,1627261199999
